District,Year,Crime_Type,Total,Source
Kannauj,2023,Missing Persons,250,NCRB
Kanpur Dehat,2023,Missing Persons,51,NCRB
Kanpur Commissionarate,2023,Missing Persons,651,NCRB
Kasganj,2023,Missing Persons,0,NCRB
Kaushambi,2023,Missing Persons,287,NCRB
Khiri,2023,Missing Persons,125,NCRB
Kushi Nagar,2023,Missing Persons,55,NCRB
Lalitpur,2023,Missing Persons,132,NCRB
Lucknow Commissionarate,2023,Missing Persons,0,NCRB
Maharajganj,2023,Missing Persons,0,NCRB
Mahoba,2023,Missing Persons,45,NCRB
Mainpuri,2023,Missing Persons,35,NCRB
Mathura,2023,Missing Persons,150,NCRB
Mau,2023,Missing Persons,86,NCRB
Meerut,2023,Missing Persons,342,NCRB
Mirzapur,2023,Missing Persons,0,NCRB
Moradabad,2023,Missing Persons,0,NCRB
Muzaffarnagar,2023,Missing Persons,217,NCRB
Pilibhit,2023,Missing Persons,280,NCRB
Pratapgarh,2023,Missing Persons,0,NCRB
Raibareilly,2023,Missing Persons,153,NCRB
Rampur,2023,Missing Persons,0,NCRB
Saharanpur,2023,Missing Persons,398,NCRB
Sambhal,2023,Missing Persons,90,NCRB
Sant Kabirnagar,2023,Missing Persons,0,NCRB
Shahjahanpur,2023,Missing Persons,0,NCRB
Shamli,2023,Missing Persons,123,NCRB
Shrawasti,2023,Missing Persons,180,NCRB
Sidharthnagar,2023,Missing Persons,306,NCRB
Sitapur,2023,Missing Persons,498,NCRB
Sonbhadra,2023,Missing Persons,267,NCRB
Bhadohi,2023,Missing Persons,0,NCRB
Sultanpur,2023,Missing Persons,133,NCRB
Unnao,2023,Missing Persons,190,NCRB
Varanasi Commissionarate,2023,Missing Persons,474,NCRB
Agra,2023,IPC Crimes,11725,NCRB
Aligarh,2023,IPC Crimes,13777,NCRB
Prayagraj,2023,IPC Crimes,11699,NCRB
Ambedkar Nagar,2023,IPC Crimes,4058,NCRB
Amethi,2023,IPC Crimes,2744,NCRB
Amroha,2023,IPC Crimes,3954,NCRB
Auraiya,2023,IPC Crimes,3690,NCRB
Azamgarh,2023,IPC Crimes,9332,NCRB
Badaun,2023,IPC Crimes,5639,NCRB
Baghpat,2023,IPC Crimes,3281,NCRB
Bahraich,2023,IPC Crimes,8485,NCRB
Ballia,2023,IPC Crimes,5256,NCRB
Balrampur,2023,IPC Crimes,3396,NCRB
Banda,2023,IPC Crimes,4516,NCRB
Barabanki,2023,IPC Crimes,7537,NCRB
Bareilly,2023,IPC Crimes,9728,NCRB
Basti,2023,IPC Crimes,3549,NCRB
Bijnor,2023,IPC Crimes,6505,NCRB
Bulandshahar,2023,IPC Crimes,7059,NCRB
Chandoli,2023,IPC Crimes,2242,NCRB
Chitrakoot,2023,IPC Crimes,1621,NCRB
Deoria,2023,IPC Crimes,5671,NCRB
Etah,2023,IPC Crimes,4760,NCRB
Etawah,2023,IPC Crimes,2871,NCRB
Ayodhya,2023,IPC Crimes,5499,NCRB
Fatehgarh,2023,IPC Crimes,3309,NCRB
Fatehpur,2023,IPC Crimes,4439,NCRB
Firozabad,2023,IPC Crimes,9485,NCRB
Gautambudh Nagar,2023,IPC Crimes,8332,NCRB
Ghaziabad,2023,IPC Crimes,14589,NCRB
Ghazipur,2023,IPC Crimes,4329,NCRB
Gonda,2023,IPC Crimes,6602,NCRB
Gorakhpur,2023,IPC Crimes,15877,NCRB
Hamirpur,2023,IPC Crimes,3406,NCRB
Hapur,2023,IPC Crimes,2890,NCRB
Hardoi,2023,IPC Crimes,8381,NCRB
Hathras,2023,IPC Crimes,3324,NCRB
Jalaun,2023,IPC Crimes,3279,NCRB
Jaunpur,2023,IPC Crimes,6381,NCRB
Jhansi,2023,IPC Crimes,3800,NCRB
Kannauj,2023,IPC Crimes,3902,NCRB
Kanpur Dehat,2023,IPC Crimes,3281,NCRB
Kanpur Commissionarate,2023,IPC Crimes,10652,NCRB
Kasganj,2023,IPC Crimes,3142,NCRB
Kaushambi,2023,IPC Crimes,3381,NCRB
Khiri,2023,IPC Crimes,6417,NCRB
Kushi Nagar,2023,IPC Crimes,7458,NCRB
Lalitpur,2023,IPC Crimes,2109,NCRB
Lucknow Commissionarate,2023,IPC Crimes,16009,NCRB
Maharajganj,2023,IPC Crimes,5022,NCRB
Mahoba,2023,IPC Crimes,1102,NCRB
Mainpuri,2023,IPC Crimes,5126,NCRB
Mathura,2023,IPC Crimes,8536,NCRB
Mau,2023,IPC Crimes,2974,NCRB
Meerut,2023,IPC Crimes,9158,NCRB
Mirzapur,2023,IPC Crimes,2942,NCRB
Moradabad,2023,IPC Crimes,4013,NCRB
Muzaffarnagar,2023,IPC Crimes,5174,NCRB
Pilibhit,2023,IPC Crimes,3819,NCRB
Pratapgarh,2023,IPC Crimes,7894,NCRB
Raibareilly,2023,IPC Crimes,6381,NCRB
Rampur,2023,IPC Crimes,2369,NCRB
Saharanpur,2023,IPC Crimes,4796,NCRB
Sambhal,2023,IPC Crimes,4551,NCRB
Sant Kabirnagar,2023,IPC Crimes,3447,NCRB
Shahjahanpur,2023,IPC Crimes,4471,NCRB
Shamli,2023,IPC Crimes,2334,NCRB
Shrawasti,2023,IPC Crimes,1988,NCRB
Sidharthnagar,2023,IPC Crimes,3089,NCRB
Sitapur,2023,IPC Crimes,7681,NCRB
Sonbhadra,2023,IPC Crimes,2080,NCRB
Bhadohi,2023,IPC Crimes,1319,NCRB
Sultanpur,2023,IPC Crimes,6310,NCRB
Unnao,2023,IPC Crimes,5463,NCRB
Varanasi Commissionarate,2023,IPC Crimes,8015,NCRB
Agra,2023,SLL Crimes,2454,NCRB
Aligarh,2023,SLL Crimes,8671,NCRB
Prayagraj,2023,SLL Crimes,10669,NCRB
Ambedkar Nagar,2023,SLL Crimes,6637,NCRB
Amethi,2023,SLL Crimes,1772,NCRB
Amroha,2023,SLL Crimes,6202,NCRB
Auraiya,2023,SLL Crimes,3799,NCRB
Azamgarh,2023,SLL Crimes,8321,NCRB
Badaun,2023,SLL Crimes,4337,NCRB
Baghpat,2023,SLL Crimes,4409,NCRB
Bahraich,2023,SLL Crimes,4264,NCRB
Ballia,2023,SLL Crimes,2879,NCRB
Balrampur,2023,SLL Crimes,1737,NCRB
Banda,2023,SLL Crimes,2682,NCRB
Barabanki,2023,SLL Crimes,8921,NCRB
Bareilly,2023,SLL Crimes,10379,NCRB
Basti,2023,SLL Crimes,4024,NCRB
Bijnor,2023,SLL Crimes,7771,NCRB
Bulandshahar,2023,SLL Crimes,5205,NCRB
Chandoli,2023,SLL Crimes,3154,NCRB
Chitrakoot,2023,SLL Crimes,2338,NCRB
Deoria,2023,SLL Crimes,3285,NCRB
Etah,2023,SLL Crimes,988,NCRB
Etawah,2023,SLL Crimes,4597,NCRB
Ayodhya,2023,SLL Crimes,4034,NCRB
Fatehgarh,2023,SLL Crimes,4435,NCRB
Fatehpur,2023,SLL Crimes,3702,NCRB
Firozabad,2023,SLL Crimes,6658,NCRB
Gautambudh Nagar,2023,SLL Crimes,11810,NCRB
Ghaziabad,2023,SLL Crimes,3245,NCRB
Ghazipur,2023,SLL Crimes,5747,NCRB
Gonda,2023,SLL Crimes,4062,NCRB
Gorakhpur,2023,SLL Crimes,4851,NCRB
Hamirpur,2023,SLL Crimes,3927,NCRB
Hapur,2023,SLL Crimes,4214,NCRB
Hardoi,2023,SLL Crimes,9089,NCRB
Hathras,2023,SLL Crimes,6816,NCRB
Jalaun,2023,SLL Crimes,1590,NCRB
Jaunpur,2023,SLL Crimes,4379,NCRB
Jhansi,2023,SLL Crimes,7258,NCRB
Kannauj,2023,SLL Crimes,4444,NCRB
Kanpur Dehat,2023,SLL Crimes,3046,NCRB
Kanpur Commissionarate,2023,SLL Crimes,2692,NCRB
Kasganj,2023,SLL Crimes,2911,NCRB
Kaushambi,2023,SLL Crimes,2631,NCRB
Khiri,2023,SLL Crimes,9430,NCRB
Kushi Nagar,2023,SLL Crimes,3311,NCRB
Lalitpur,2023,SLL Crimes,7125,NCRB
Lucknow Commissionarate,2023,SLL Crimes,2722,NCRB
Maharajganj,2023,SLL Crimes,2695,NCRB
Mahoba,2023,SLL Crimes,3321,NCRB
Mainpuri,2023,SLL Crimes,5574,NCRB
Mathura,2023,SLL Crimes,2919,NCRB
Mau,2023,SLL Crimes,4028,NCRB
Meerut,2023,SLL Crimes,10724,NCRB
Mirzapur,2023,SLL Crimes,3592,NCRB
Moradabad,2023,SLL Crimes,4188,NCRB
Muzaffarnagar,2023,SLL Crimes,2570,NCRB
Pilibhit,2023,SLL Crimes,4313,NCRB
Pratapgarh,2023,SLL Crimes,3011,NCRB
Raibareilly,2023,SLL Crimes,5695,NCRB
Rampur,2023,SLL Crimes,10615,NCRB
Saharanpur,2023,SLL Crimes,2525,NCRB
Sambhal,2023,SLL Crimes,8818,NCRB
Sant Kabirnagar,2023,SLL Crimes,3012,NCRB
Shahjahanpur,2023,SLL Crimes,12359,NCRB
Shamli,2023,SLL Crimes,1189,NCRB
Shrawasti,2023,SLL Crimes,1457,NCRB
Sidharthnagar,2023,SLL Crimes,2760,NCRB
Sitapur,2023,SLL Crimes,9754,NCRB
Sonbhadra,2023,SLL Crimes,3649,NCRB
Bhadohi,2023,SLL Crimes,2584,NCRB
Sultanpur,2023,SLL Crimes,4484,NCRB
Unnao,2023,SLL Crimes,2893,NCRB
Varanasi Commissionarate,2023,SLL Crimes,1115,NCRB
Agra,2023,Crimes Against Women,1891,NCRB
Aligarh,2023,Crimes Against Women,1707,NCRB
Prayagraj,2023,Crimes Against Women,1598,NCRB
Ambedkar Nagar,2023,Crimes Against Women,619,NCRB
Amethi,2023,Crimes Against Women,377,NCRB
Amroha,2023,Crimes Against Women,474,NCRB
Auraiya,2023,Crimes Against Women,674,NCRB
Azamgarh,2023,Crimes Against Women,1746,NCRB
Badaun,2023,Crimes Against Women,1183,NCRB
Baghpat,2023,Crimes Against Women,534,NCRB
Bahraich,2023,Crimes Against Women,2074,NCRB
Ballia,2023,Crimes Against Women,677,NCRB
Balrampur,2023,Crimes Against Women,571,NCRB
Banda,2023,Crimes Against Women,763,NCRB
Barabanki,2023,Crimes Against Women,1179,NCRB
Bareilly,2023,Crimes Against Women,1965,NCRB
Basti,2023,Crimes Against Women,580,NCRB
Bijnor,2023,Crimes Against Women,1261,NCRB
Bulandshahar,2023,Crimes Against Women,969,NCRB
Chandoli,2023,Crimes Against Women,341,NCRB
Chitrakoot,2023,Crimes Against Women,314,NCRB
Deoria,2023,Crimes Against Women,108,NCRB
Etah,2023,Crimes Against Women,361,NCRB
Etawah,2023,Crimes Against Women,439,NCRB
Ayodhya,2023,Crimes Against Women,786,NCRB
Fatehgarh,2023,Crimes Against Women,582,NCRB
Fatehpur,2023,Crimes Against Women,717,NCRB
Firozabad,2023,Crimes Against Women,2177,NCRB
Gautambudh Nagar,2023,Crimes Against Women,764,NCRB
Ghaziabad,2023,Crimes Against Women,1686,NCRB
Ghazipur,2023,Crimes Against Women,723,NCRB
Gonda,2023,Crimes Against Women,1016,NCRB
Gorakhpur,2023,Crimes Against Women,2597,NCRB
Hamirpur,2023,Crimes Against Women,489,NCRB
Hapur,2023,Crimes Against Women,674,NCRB
Hardoi,2023,Crimes Against Women,1009,NCRB
Hathras,2023,Crimes Against Women,649,NCRB
Jalaun,2023,Crimes Against Women,520,NCRB
Jaunpur,2023,Crimes Against Women,716,NCRB
Jhansi,2023,Crimes Against Women,582,NCRB
Kannauj,2023,Crimes Against Women,1040,NCRB
Kanpur Dehat,2023,Crimes Against Women,540,NCRB
Kanpur Commissionarate,2023,Crimes Against Women,2071,NCRB
Kasganj,2023,Crimes Against Women,822,NCRB
Kaushambi,2023,Crimes Against Women,564,NCRB
Khiri,2023,Crimes Against Women,561,NCRB
Kushi Nagar,2023,Crimes Against Women,999,NCRB
Lalitpur,2023,Crimes Against Women,185,NCRB
Lucknow Commissionarate,2023,Crimes Against Women,2869,NCRB
Maharajganj,2023,Crimes Against Women,539,NCRB
Mahoba,2023,Crimes Against Women,255,NCRB
Mainpuri,2023,Crimes Against Women,536,NCRB
Mathura,2023,Crimes Against Women,1187,NCRB
Mau,2023,Crimes Against Women,468,NCRB
Meerut,2023,Crimes Against Women,1424,NCRB
Mirzapur,2023,Crimes Against Women,368,NCRB
Moradabad,2023,Crimes Against Women,1099,NCRB
Muzaffarnagar,2023,Crimes Against Women,571,NCRB
Pilibhit,2023,Crimes Against Women,1233,NCRB
Pratapgarh,2023,Crimes Against Women,956,NCRB
Raibareilly,2023,Crimes Against Women,726,NCRB
Rampur,2023,Crimes Against Women,436,NCRB
Saharanpur,2023,Crimes Against Women,728,NCRB
Sambhal,2023,Crimes Against Women,803,NCRB
Sant Kabirnagar,2023,Crimes Against Women,479,NCRB
Shahjahanpur,2023,Crimes Against Women,708,NCRB
Shamli,2023,Crimes Against Women,469,NCRB
Shrawasti,2023,Crimes Against Women,398,NCRB
Sidharthnagar,2023,Crimes Against Women,584,NCRB
Sitapur,2023,Crimes Against Women,895,NCRB
Sonbhadra,2023,Crimes Against Women,441,NCRB
Bhadohi,2023,Crimes Against Women,241,NCRB
Sultanpur,2023,Crimes Against Women,803,NCRB
Unnao,2023,Crimes Against Women,1059,NCRB
Varanasi Commissionarate,2023,Crimes Against Women,1167,NCRB
Agra,2023,Crimes Against Children,248,NCRB
Aligarh,2023,Crimes Against Children,385,NCRB
Prayagraj,2023,Crimes Against Children,290,NCRB
Ambedkar Nagar,2023,Crimes Against Children,161,NCRB
Amethi,2023,Crimes Against Children,47,NCRB
Amroha,2023,Crimes Against Children,77,NCRB
Auraiya,2023,Crimes Against Children,145,NCRB
Azamgarh,2023,Crimes Against Children,563,NCRB
Badaun,2023,Crimes Against Children,202,NCRB
Baghpat,2023,Crimes Against Children,221,NCRB
Bahraich,2023,Crimes Against Children,474,NCRB
Ballia,2023,Crimes Against Children,218,NCRB
Balrampur,2023,Crimes Against Children,182,NCRB
Banda,2023,Crimes Against Children,358,NCRB
Barabanki,2023,Crimes Against Children,440,NCRB
Bareilly,2023,Crimes Against Children,245,NCRB
Basti,2023,Crimes Against Children,258,NCRB
Bijnor,2023,Crimes Against Children,157,NCRB
Bulandshahar,2023,Crimes Against Children,213,NCRB
Chandoli,2023,Crimes Against Children,95,NCRB
Chitrakoot,2023,Crimes Against Children,89,NCRB
Deoria,2023,Crimes Against Children,62,NCRB
Etah,2023,Crimes Against Children,77,NCRB
Etawah,2023,Crimes Against Children,173,NCRB
Ayodhya,2023,Crimes Against Children,271,NCRB
Fatehgarh,2023,Crimes Against Children,223,NCRB
Fatehpur,2023,Crimes Against Children,574,NCRB
Firozabad,2023,Crimes Against Children,348,NCRB
Gautambudh Nagar,2023,Crimes Against Children,175,NCRB
Ghaziabad,2023,Crimes Against Children,383,NCRB
Ghazipur,2023,Crimes Against Children,575,NCRB
Gonda,2023,Crimes Against Children,282,NCRB
Gorakhpur,2023,Crimes Against Children,514,NCRB
Hamirpur,2023,Crimes Against Children,146,NCRB
Hapur,2023,Crimes Against Children,164,NCRB
Hardoi,2023,Crimes Against Children,162,NCRB
Hathras,2023,Crimes Against Children,328,NCRB
Jalaun,2023,Crimes Against Children,263,NCRB
Jaunpur,2023,Crimes Against Children,354,NCRB
Jhansi,2023,Crimes Against Children,162,NCRB
Kannauj,2023,Crimes Against Children,320,NCRB
Kanpur Dehat,2023,Crimes Against Children,76,NCRB
Kanpur Commissionarate,2023,Crimes Against Children,426,NCRB
Kasganj,2023,Crimes Against Children,335,NCRB
Kaushambi,2023,Crimes Against Children,287,NCRB
Khiri,2023,Crimes Against Children,332,NCRB
Kushi Nagar,2023,Crimes Against Children,422,NCRB
Lalitpur,2023,Crimes Against Children,49,NCRB
Lucknow Commissionarate,2023,Crimes Against Children,844,NCRB
Maharajganj,2023,Crimes Against Children,125,NCRB
Mahoba,2023,Crimes Against Children,139,NCRB
Mainpuri,2023,Crimes Against Children,113,NCRB
Mathura,2023,Crimes Against Children,260,NCRB
Mau,2023,Crimes Against Children,163,NCRB
Meerut,2023,Crimes Against Children,476,NCRB
Mirzapur,2023,Crimes Against Children,137,NCRB
Moradabad,2023,Crimes Against Children,265,NCRB
Muzaffarnagar,2023,Crimes Against Children,128,NCRB
Pilibhit,2023,Crimes Against Children,406,NCRB
Pratapgarh,2023,Crimes Against Children,241,NCRB
Raibareilly,2023,Crimes Against Children,439,NCRB
Rampur,2023,Crimes Against Children,92,NCRB
Saharanpur,2023,Crimes Against Children,160,NCRB
Sambhal,2023,Crimes Against Children,184,NCRB
Sant Kabirnagar,2023,Crimes Against Children,256,NCRB
Shahjahanpur,2023,Crimes Against Children,124,NCRB
Shamli,2023,Crimes Against Children,104,NCRB
Shrawasti,2023,Crimes Against Children,35,NCRB
Sidharthnagar,2023,Crimes Against Children,312,NCRB
Sitapur,2023,Crimes Against Children,130,NCRB
Sonbhadra,2023,Crimes Against Children,108,NCRB
Bhadohi,2023,Crimes Against Children,132,NCRB
Sultanpur,2023,Crimes Against Children,317,NCRB
Unnao,2023,Crimes Against Children,314,NCRB
Varanasi Commissionarate,2023,Crimes Against Children,275,NCRB
Agra,2023,Crimes Against SCs,149,NCRB
Aligarh,2023,Crimes Against SCs,266,NCRB
Prayagraj,2023,Crimes Against SCs,383,NCRB
Ambedkar Nagar,2023,Crimes Against SCs,269,NCRB
Amethi,2023,Crimes Against SCs,214,NCRB
Amroha,2023,Crimes Against SCs,93,NCRB
Auraiya,2023,Crimes Against SCs,229,NCRB
Azamgarh,2023,Crimes Against SCs,321,NCRB
Badaun,2023,Crimes Against SCs,172,NCRB
Baghpat,2023,Crimes Against SCs,45,NCRB
Bahraich,2023,Crimes Against SCs,348,NCRB
Ballia,2023,Crimes Against SCs,160,NCRB
Balrampur,2023,Crimes Against SCs,128,NCRB
Banda,2023,Crimes Against SCs,199,NCRB
Barabanki,2023,Crimes Against SCs,396,NCRB
Bareilly,2023,Crimes Against SCs,355,NCRB
Basti,2023,Crimes Against SCs,158,NCRB
Bijnor,2023,Crimes Against SCs,165,NCRB
Bulandshahar,2023,Crimes Against SCs,151,NCRB
Chandoli,2023,Crimes Against SCs,75,NCRB
Chitrakoot,2023,Crimes Against SCs,106,NCRB
Deoria,2023,Crimes Against SCs,181,NCRB
Etah,2023,Crimes Against SCs,145,NCRB
Etawah,2023,Crimes Against SCs,113,NCRB
Ayodhya,2023,Crimes Against SCs,236,NCRB
Fatehgarh,2023,Crimes Against SCs,39,NCRB
Fatehpur,2023,Crimes Against SCs,37,NCRB
Firozabad,2023,Crimes Against SCs,209,NCRB
Gautambudh Nagar,2023,Crimes Against SCs,50,NCRB
Ghaziabad,2023,Crimes Against SCs,134,NCRB
Ghazipur,2023,Crimes Against SCs,188,NCRB
Gonda,2023,Crimes Against SCs,295,NCRB
Gorakhpur,2023,Crimes Against SCs,465,NCRB
Hamirpur,2023,Crimes Against SCs,165,NCRB
Hapur,2023,Crimes Against SCs,82,NCRB
Hardoi,2023,Crimes Against SCs,373,NCRB
Hathras,2023,Crimes Against SCs,131,NCRB
Jalaun,2023,Crimes Against SCs,141,NCRB
Jaunpur,2023,Crimes Against SCs,270,NCRB
Jhansi,2023,Crimes Against SCs,223,NCRB
Kannauj,2023,Crimes Against SCs,170,NCRB
Kanpur Dehat,2023,Crimes Against SCs,188,NCRB
Kanpur Commissionarate,2023,Crimes Against SCs,263,NCRB
Kasganj,2023,Crimes Against SCs,114,NCRB
Kaushambi,2023,Crimes Against SCs,203,NCRB
Khiri,2023,Crimes Against SCs,370,NCRB
Kushi Nagar,2023,Crimes Against SCs,287,NCRB
Lalitpur,2023,Crimes Against SCs,113,NCRB
Lucknow Commissionarate,2023,Crimes Against SCs,514,NCRB
Maharajganj,2023,Crimes Against SCs,190,NCRB
Mahoba,2023,Crimes Against SCs,80,NCRB
Mainpuri,2023,Crimes Against SCs,184,NCRB
Mathura,2023,Crimes Against SCs,200,NCRB
Mau,2023,Crimes Against SCs,91,NCRB
Meerut,2023,Crimes Against SCs,197,NCRB
Mirzapur,2023,Crimes Against SCs,129,NCRB
Moradabad,2023,Crimes Against SCs,111,NCRB
Muzaffarnagar,2023,Crimes Against SCs,112,NCRB
Pilibhit,2023,Crimes Against SCs,150,NCRB
Pratapgarh,2023,Crimes Against SCs,398,NCRB
Raibareilly,2023,Crimes Against SCs,357,NCRB
Rampur,2023,Crimes Against SCs,71,NCRB
Saharanpur,2023,Crimes Against SCs,182,NCRB
Sambhal,2023,Crimes Against SCs,136,NCRB
Sant Kabirnagar,2023,Crimes Against SCs,178,NCRB
Shahjahanpur,2023,Crimes Against SCs,248,NCRB
Shamli,2023,Crimes Against SCs,36,NCRB
Shrawasti,2023,Crimes Against SCs,157,NCRB
Sidharthnagar,2023,Crimes Against SCs,180,NCRB
Sitapur,2023,Crimes Against SCs,511,NCRB
Sonbhadra,2023,Crimes Against SCs,173,NCRB
Bhadohi,2023,Crimes Against SCs,81,NCRB
Sultanpur,2023,Crimes Against SCs,346,NCRB
Unnao,2023,Crimes Against SCs,381,NCRB
Varanasi Commissionarate,2023,Crimes Against SCs,159,NCRB
Agra,2023,Crimes Against STs,0,NCRB
Aligarh,2023,Crimes Against STs,0,NCRB
Prayagraj,2023,Crimes Against STs,0,NCRB
Ambedkar Nagar,2023,Crimes Against STs,0,NCRB
Amethi,2023,Crimes Against STs,0,NCRB
Amroha,2023,Crimes Against STs,0,NCRB
Auraiya,2023,Crimes Against STs,0,NCRB
Azamgarh,2023,Crimes Against STs,4,NCRB
Badaun,2023,Crimes Against STs,0,NCRB
Baghpat,2023,Crimes Against STs,0,NCRB
Bahraich,2023,Crimes Against STs,0,NCRB
Ballia,2023,Crimes Against STs,0,NCRB
Balrampur,2023,Crimes Against STs,2,NCRB
Banda,2023,Crimes Against STs,0,NCRB
Barabanki,2023,Crimes Against STs,0,NCRB
Bareilly,2023,Crimes Against STs,0,NCRB
Basti,2023,Crimes Against STs,0,NCRB
Bijnor,2023,Crimes Against STs,0,NCRB
Bulandshahar,2023,Crimes Against STs,0,NCRB
Chandoli,2023,Crimes Against STs,0,NCRB
Chitrakoot,2023,Crimes Against STs,0,NCRB
Deoria,2023,Crimes Against STs,0,NCRB
Etah,2023,Crimes Against STs,0,NCRB
Etawah,2023,Crimes Against STs,0,NCRB
Ayodhya,2023,Crimes Against STs,0,NCRB
Fatehgarh,2023,Crimes Against STs,0,NCRB
Fatehpur,2023,Crimes Against STs,0,NCRB
Firozabad,2023,Crimes Against STs,0,NCRB
Gautambudh Nagar,2023,Crimes Against STs,0,NCRB
Ghaziabad,2023,Crimes Against STs,0,NCRB
Ghazipur,2023,Crimes Against STs,0,NCRB
Gonda,2023,Crimes Against STs,0,NCRB
Gorakhpur,2023,Crimes Against STs,0,NCRB
Hamirpur,2023,Crimes Against STs,0,NCRB
Hapur,2023,Crimes Against STs,0,NCRB
Hardoi,2023,Crimes Against STs,0,NCRB
Hathras,2023,Crimes Against STs,0,NCRB
Jalaun,2023,Crimes Against STs,0,NCRB
Jaunpur,2023,Crimes Against STs,0,NCRB
Jhansi,2023,Crimes Against STs,0,NCRB
Kannauj,2023,Crimes Against STs,0,NCRB
Kanpur Dehat,2023,Crimes Against STs,0,NCRB
Kanpur Commissionarate,2023,Crimes Against STs,0,NCRB
Kasganj,2023,Crimes Against STs,0,NCRB
Kaushambi,2023,Crimes Against STs,0,NCRB
Khiri,2023,Crimes Against STs,0,NCRB
Kushi Nagar,2023,Crimes Against STs,0,NCRB
Lalitpur,2023,Crimes Against STs,0,NCRB
Lucknow Commissionarate,2023,Crimes Against STs,0,NCRB
Maharajganj,2023,Crimes Against STs,0,NCRB
Mahoba,2023,Crimes Against STs,0,NCRB
Mainpuri,2023,Crimes Against STs,0,NCRB
Mathura,2023,Crimes Against STs,0,NCRB
Mau,2023,Crimes Against STs,0,NCRB
Meerut,2023,Crimes Against STs,0,NCRB
Mirzapur,2023,Crimes Against STs,0,NCRB
Moradabad,2023,Crimes Against STs,0,NCRB
Muzaffarnagar,2023,Crimes Against STs,0,NCRB
Pilibhit,2023,Crimes Against STs,0,NCRB
Pratapgarh,2023,Crimes Against STs,0,NCRB
Raibareilly,2023,Crimes Against STs,0,NCRB
Rampur,2023,Crimes Against STs,0,NCRB
Saharanpur,2023,Crimes Against STs,0,NCRB
Sambhal,2023,Crimes Against STs,0,NCRB
Sant Kabirnagar,2023,Crimes Against STs,0,NCRB
Shahjahanpur,2023,Crimes Against STs,0,NCRB
Shamli,2023,Crimes Against STs,0,NCRB
Shrawasti,2023,Crimes Against STs,0,NCRB
Sidharthnagar,2023,Crimes Against STs,0,NCRB
Sitapur,2023,Crimes Against STs,0,NCRB
Sonbhadra,2023,Crimes Against STs,0,NCRB
Bhadohi,2023,Crimes Against STs,0,NCRB
Sultanpur,2023,Crimes Against STs,0,NCRB
Unnao,2023,Crimes Against STs,0,NCRB
Varanasi Commissionarate,2023,Crimes Against STs,0,NCRB
Agra,2023,Juvenile IPC,0,NCRB
Aligarh,2023,Juvenile IPC,0,NCRB
Prayagraj,2023,Juvenile IPC,68,NCRB
Ambedkar Nagar,2023,Juvenile IPC,0,NCRB
Amethi,2023,Juvenile IPC,0,NCRB
Amroha,2023,Juvenile IPC,20,NCRB
Auraiya,2023,Juvenile IPC,0,NCRB
Azamgarh,2023,Juvenile IPC,0,NCRB
Badaun,2023,Juvenile IPC,20,NCRB
Baghpat,2023,Juvenile IPC,0,NCRB
Bahraich,2023,Juvenile IPC,1,NCRB
Ballia,2023,Juvenile IPC,0,NCRB
Balrampur,2023,Juvenile IPC,10,NCRB
Banda,2023,Juvenile IPC,6,NCRB
Barabanki,2023,Juvenile IPC,104,NCRB
Bareilly,2023,Juvenile IPC,0,NCRB
Basti,2023,Juvenile IPC,0,NCRB
Bijnor,2023,Juvenile IPC,0,NCRB
Bulandshahar,2023,Juvenile IPC,56,NCRB
Chandoli,2023,Juvenile IPC,0,NCRB
Chitrakoot,2023,Juvenile IPC,0,NCRB
Deoria,2023,Juvenile IPC,0,NCRB
Etah,2023,Juvenile IPC,0,NCRB
Etawah,2023,Juvenile IPC,29,NCRB
Ayodhya,2023,Juvenile IPC,0,NCRB
Fatehgarh,2023,Juvenile IPC,0,NCRB
Fatehpur,2023,Juvenile IPC,117,NCRB
Firozabad,2023,Juvenile IPC,0,NCRB
Gautambudh Nagar,2023,Juvenile IPC,54,NCRB
Ghaziabad,2023,Juvenile IPC,0,NCRB
Ghazipur,2023,Juvenile IPC,86,NCRB
Gonda,2023,Juvenile IPC,47,NCRB
Gorakhpur,2023,Juvenile IPC,0,NCRB
Hamirpur,2023,Juvenile IPC,0,NCRB
Hapur,2023,Juvenile IPC,3,NCRB
Hardoi,2023,Juvenile IPC,0,NCRB
Hathras,2023,Juvenile IPC,14,NCRB
Jalaun,2023,Juvenile IPC,16,NCRB
Jaunpur,2023,Juvenile IPC,12,NCRB
Jhansi,2023,Juvenile IPC,0,NCRB
Kannauj,2023,Juvenile IPC,22,NCRB
Kanpur Dehat,2023,Juvenile IPC,0,NCRB
Kanpur Commissionarate,2023,Juvenile IPC,31,NCRB
Kasganj,2023,Juvenile IPC,0,NCRB
Kaushambi,2023,Juvenile IPC,0,NCRB
Khiri,2023,Juvenile IPC,0,NCRB
Kushi Nagar,2023,Juvenile IPC,108,NCRB
Lalitpur,2023,Juvenile IPC,0,NCRB
Lucknow Commissionarate,2023,Juvenile IPC,0,NCRB
Maharajganj,2023,Juvenile IPC,13,NCRB
Mahoba,2023,Juvenile IPC,0,NCRB
Mainpuri,2023,Juvenile IPC,0,NCRB
Mathura,2023,Juvenile IPC,0,NCRB
Mau,2023,Juvenile IPC,0,NCRB
Meerut,2023,Juvenile IPC,0,NCRB
Mirzapur,2023,Juvenile IPC,0,NCRB
